,Date,YoYChange
12,2012-01,31.0
13,2012-02,35.5
14,2012-03,40.399999999999636
15,2012-04,28.200000000000273
16,2012-05,41.09999999999991
17,2012-06,40.20000000000027
18,2012-07,22.59999999999991
19,2012-08,36.80000000000018
20,2012-09,31.200000000000273
21,2012-10,46.20000000000027
22,2012-11,49.0
23,2012-12,43.59999999999991
24,2013-01,45.79999999999973
25,2013-02,44.80000000000018
26,2013-03,33.5
27,2013-04,34.5
28,2013-05,32.79999999999973
29,2013-06,20.90000000000009
30,2013-07,26.5
31,2013-08,23.0
32,2013-09,20.40000000000009
33,2013-10,3.5
34,2013-11,11.0
35,2013-12,4.400000000000091
36,2014-01,0.7000000000002728
37,2014-02,-5.300000000000182
38,2014-03,-3.899999999999636
39,2014-04,8.299999999999727
40,2014-05,16.300000000000182
41,2014-06,29.09999999999991
42,2014-07,18.59999999999991
43,2014-08,21.799999999999727
44,2014-09,22.5
45,2014-10,34.79999999999973
46,2014-11,26.899999999999636
47,2014-12,32.20000000000027
48,2015-01,46.29999999999973
49,2015-02,52.40000000000009
50,2015-03,42.69999999999982
51,2015-04,45.80000000000018
52,2015-05,45.5
53,2015-06,47.5
54,2015-07,64.19999999999982
55,2015-08,57.90000000000009
56,2015-09,56.899999999999636
57,2015-10,67.90000000000009
58,2015-11,68.90000000000009
59,2015-12,73.79999999999973
60,2016-01,56.30000000000018
61,2016-02,55.0
62,2016-03,66.80000000000018
63,2016-04,74.09999999999991
64,2016-05,59.09999999999991
65,2016-06,56.19999999999982
66,2016-07,53.80000000000018
67,2016-08,61.20000000000027
68,2016-09,62.100000000000364
69,2016-10,51.80000000000018
70,2016-11,57.0
71,2016-12,53.0
72,2017-01,62.5
73,2017-02,71.90000000000009
74,2017-03,69.5
75,2017-04,47.30000000000018
76,2017-05,57.09999999999991
77,2017-06,62.5
78,2017-07,46.09999999999991
79,2017-08,41.09999999999991
80,2017-09,35.399999999999636
81,2017-10,41.40000000000009
82,2017-11,36.80000000000018
83,2017-12,29.0
84,2018-01,38.30000000000018
85,2018-02,42.09999999999991
86,2018-03,35.0
87,2018-04,38.09999999999991
88,2018-05,37.5
89,2018-06,36.70000000000027
90,2018-07,46.70000000000027
91,2018-08,46.40000000000009
92,2018-09,41.30000000000018
93,2018-10,39.79999999999973
94,2018-11,39.19999999999982
95,2018-12,41.30000000000018
96,2019-01,41.09999999999991
97,2019-02,35.79999999999973
98,2019-03,42.79999999999973
99,2019-04,43.40000000000009
100,2019-05,41.100000000000364
101,2019-06,43.69999999999982
102,2019-07,45.0
103,2019-08,35.59999999999991
104,2019-09,41.90000000000009
105,2019-10,48.09999999999991
106,2019-11,55.90000000000009
107,2019-12,60.90000000000009
108,2020-01,52.29999999999973
109,2020-02,55.40000000000009
110,2020-03,21.09999999999991
111,2020-04,-298.3000000000002
112,2020-05,-317.0
