,Date,YoYChange
12,2000-01,1.599999999999966
13,2000-02,2.0
14,2000-03,2.5
15,2000-04,2.3999999999999773
16,2000-05,6.699999999999989
17,2000-06,4.400000000000034
18,2000-07,3.7000000000000455
19,2000-08,0.2999999999999545
20,2000-09,-1.5
21,2000-10,-5.900000000000034
22,2000-11,-5.0
23,2000-12,-5.0
24,2001-01,-0.6999999999999886
25,2001-02,-3.8000000000000114
26,2001-03,-3.5
27,2001-04,-4.599999999999966
28,2001-05,-8.800000000000011
29,2001-06,-5.199999999999989
30,2001-07,-3.3000000000000114
31,2001-08,-2.099999999999966
32,2001-09,1.8999999999999773
33,2001-10,4.0
34,2001-11,3.5
35,2001-12,3.6000000000000227
36,2002-01,6.5
37,2002-02,9.0
38,2002-03,9.100000000000023
39,2002-04,8.299999999999955
40,2002-05,8.899999999999977
41,2002-06,8.799999999999955
42,2002-07,7.699999999999989
43,2002-08,7.899999999999977
44,2002-09,7.300000000000011
45,2002-10,9.5
46,2002-11,9.300000000000011
47,2002-12,9.5
48,2003-01,2.8999999999999773
49,2003-02,3.3000000000000114
50,2003-03,3.8999999999999773
51,2003-04,5.600000000000023
52,2003-05,4.900000000000034
53,2003-06,3.2000000000000455
54,2003-07,2.8999999999999773
55,2003-08,3.6000000000000227
56,2003-09,4.800000000000011
57,2003-10,1.400000000000034
58,2003-11,0.5
59,2003-12,-1.3000000000000114
60,2004-01,4.100000000000023
61,2004-02,4.599999999999966
62,2004-03,2.6000000000000227
63,2004-04,2.6000000000000227
64,2004-05,1.5
65,2004-06,1.7999999999999545
66,2004-07,3.3000000000000114
67,2004-08,3.8000000000000114
68,2004-09,3.0
69,2004-10,5.099999999999966
70,2004-11,6.300000000000011
71,2004-12,7.0
72,2005-01,1.3999999999999773
73,2005-02,1.0
74,2005-03,0.8000000000000114
75,2005-04,0.7999999999999545
76,2005-05,1.5
77,2005-06,2.6000000000000227
78,2005-07,1.1999999999999886
79,2005-08,1.6999999999999886
80,2005-09,0.30000000000001137
81,2005-10,0.0
82,2005-11,0.5999999999999659
83,2005-12,-0.19999999999998863
84,2006-01,2.3000000000000114
85,2006-02,2.5
86,2006-03,2.6999999999999886
87,2006-04,0.20000000000004547
88,2006-05,0.39999999999997726
89,2006-06,0.6999999999999886
90,2006-07,1.6000000000000227
91,2006-08,0.5
92,2006-09,1.3000000000000114
93,2006-10,1.1999999999999886
94,2006-11,0.9000000000000341
95,2006-12,1.6999999999999886
96,2007-01,-0.5
97,2007-02,-1.3999999999999773
98,2007-03,-1.6000000000000227
99,2007-04,0.6999999999999886
100,2007-05,1.0
101,2007-06,0.10000000000002274
102,2007-07,-1.0
103,2007-08,-0.9000000000000341
104,2007-09,-1.6000000000000227
105,2007-10,-0.5
106,2007-11,0.8000000000000114
107,2007-12,0.5
108,2008-01,1.6999999999999886
109,2008-02,3.3999999999999773
110,2008-03,4.600000000000023
111,2008-04,4.099999999999966
112,2008-05,5.5
113,2008-06,6.199999999999989
114,2008-07,8.199999999999989
115,2008-08,8.5
116,2008-09,9.100000000000023
117,2008-10,10.100000000000023
118,2008-11,9.099999999999966
119,2008-12,10.0
120,2009-01,10.200000000000045
121,2009-02,10.5
122,2009-03,9.899999999999977
123,2009-04,13.400000000000034
124,2009-05,12.300000000000011
125,2009-06,12.899999999999977
126,2009-07,12.900000000000034
127,2009-08,13.700000000000045
128,2009-09,13.0
129,2009-10,14.899999999999977
130,2009-11,15.5
131,2009-12,13.699999999999989
132,2010-01,18.799999999999955
133,2010-02,17.69999999999999
134,2010-03,18.400000000000034
135,2010-04,17.5
136,2010-05,25.30000000000001
137,2010-06,22.900000000000034
138,2010-07,20.599999999999966
139,2010-08,18.899999999999977
140,2010-09,17.799999999999955
141,2010-10,17.0
142,2010-11,16.30000000000001
143,2010-12,15.700000000000045
144,2011-01,11.600000000000023
145,2011-02,11.600000000000023
146,2011-03,11.199999999999989
147,2011-04,8.399999999999977
148,2011-05,-0.4000000000000341
149,2011-06,-0.6000000000000227
150,2011-07,-0.8999999999999773
151,2011-08,-0.19999999999998863
152,2011-09,4.2000000000000455
153,2011-10,-3.5
154,2011-11,-6.899999999999977
155,2011-12,-5.800000000000011
156,2012-01,-5.100000000000023
157,2012-02,-6.199999999999989
158,2012-03,-5.800000000000011
159,2012-04,-5.300000000000011
160,2012-05,-6.2999999999999545
161,2012-06,-6.0
162,2012-07,-4.699999999999989
163,2012-08,-5.100000000000023
164,2012-09,-6.900000000000034
165,2012-10,-1.3999999999999773
166,2012-11,0.7999999999999545
167,2012-12,0.0999999999999659
168,2013-01,-1.5
169,2013-02,-0.30000000000001137
170,2013-03,-1.0
171,2013-04,-2.1999999999999886
172,2013-05,-2.1000000000000227
173,2013-06,-4.699999999999989
174,2013-07,-8.100000000000023
175,2013-08,-7.699999999999989
176,2013-09,-7.399999999999977
177,2013-10,-8.899999999999977
178,2013-11,-8.299999999999955
179,2013-12,-8.0
180,2014-01,-15.0
181,2014-02,-15.0
182,2014-03,-15.0
183,2014-04,-14.199999999999989
184,2014-05,-13.300000000000011
185,2014-06,-12.5
186,2014-07,-9.5
187,2014-08,-8.399999999999977
188,2014-09,-7.900000000000034
189,2014-10,-6.5
190,2014-11,-5.800000000000011
191,2014-12,-5.5
192,2015-01,0.9000000000000341
193,2015-02,1.6999999999999886
194,2015-03,1.3999999999999773
195,2015-04,3.0
196,2015-05,2.6999999999999886
197,2015-06,2.8999999999999773
198,2015-07,2.3999999999999773
199,2015-08,1.8999999999999773
200,2015-09,1.8000000000000114
201,2015-10,1.0
